Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Sector Affected,Provider,Launch Type,Explosive Weapon Type,Reported Perpetrator,Reported Perpetrator Name,Affected,Aid Workers Killed,Health Workers Killed,Aid Health Workers Killed,Educators Killed,Students Killed,Food Security,SiND Event ID
2024-10-09,,OPT,PSE,Gaza Strip,,,censored,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Private/Voluntary Aid,,1,,,,,84873
2024-10-09,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection","IDP/Refugee Service, Local Health Care Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84874
2024-10-09,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85785
2024-10-09,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85782
2024-10-09,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85780
2024-10-08,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Other,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Multiple,,,,,,,86584
2024-10-08,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Private/Voluntary Aid,,,,,,,86565
2024-10-08,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86675
2024-10-08,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86676
2024-10-08,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85706
2024-10-08,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85745
2024-10-08,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85744
2024-10-08,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85436
2024-10-08,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85435
2024-10-08,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",INGO,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Worker,,,1,,,,84870
2024-10-08,,OPT,PSE,Gaza Strip,,,censored,"Protection, Food Security",IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,Food Production and Storage,85779
2024-10-08,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85778
2024-10-08,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85621
2024-10-08,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85618
2024-10-08,,OPT,PSE,Gaza Strip,,,censored,"Protection, Aid Operations","IDP/Refugee Service, UN Agency",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Aid Infrastructure,1,,,,,,85607
2024-10-08,,Lebanon,LBN,South Governorate,,,censored by HDX,"Health Care, Aid Operations",NGO,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84701
2024-10-07,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85590
2024-10-07,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86674
2024-10-07,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85743
2024-10-07,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85589
2024-10-07,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection","IDP/Refugee Service, Local Health Care Provider",Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84861
2024-10-07,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84670
2024-10-07,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85593
2024-10-07,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85592
2024-10-07,,Lebanon,LBN,Mount Lebanon Governorate,,,censored by HDX,"Health Care, Aid Operations",NGO,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84549
2024-10-07,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85742
2024-10-07,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection","IDP/Refugee Service, Local Education Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,86739
2024-10-07,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85594
2024-10-07,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86673
2024-10-07,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Artillery,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85741
2024-10-07,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Multiple,,,,,,,85433
2024-10-07,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Other,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,1,,,,,86564
2024-10-06,,Lebanon,LBN,Mount Lebanon Governorate,,,censored by HDX,"Health Care, Aid Operations",UN Agency,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84548
2024-10-06,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection","IDP/Refugee Service, Local Education Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,86738
2024-10-06,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84857
2024-10-06,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86672
2024-10-06,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85739
2024-10-06,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85738
2024-10-06,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Other,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Multiple,,,,,,,86562
2024-10-06,,Syria,SYR,Homs Governorate,34.4,38.1,(2) 25 km Precision ,Aid Operations,NGO,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Aid Infrastructure,,,,,,,85687
2024-10-06,,Lebanon,LBN,Mount Lebanon Governorate,,,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84550
2024-10-06,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85654
2024-10-06,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,"Health Care, Aid Operations",NGO,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84700
2024-10-05,,Lebanon,LBN,Mount Lebanon Governorate,,,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84546
2024-10-05,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Ground-Launched,Shelling,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84541
2024-10-05,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84547
2024-10-05,,Lebanon,LBN,North Governorate,,,censored by HDX,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86354
2024-10-05,,Lebanon,LBN,Mount Lebanon Governorate,,,censored by HDX,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86353
2024-10-05,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection","IDP/Refugee Service, Local Education Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,87080
2024-10-05,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection","IDP/Refugee Service, Local Health Care Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84855
2024-10-05,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85737
2024-10-05,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection","IDP/Refugee Service, Local Health Care Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85736
2024-10-05,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85735
2024-10-05,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection","IDP/Refugee Service, Local Health Care Provider",Directly-Emplaced,Mine,Host Government: Military,Israeli Defence Forces,Multiple,,,,,,,86548
2024-10-05,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,2,,,,,86560
2024-10-05,,Lebanon,LBN,Baalbek-Hermel Governorate,,,censored by HDX,"Health Care, Aid Operations",National Red Cross Society,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,,,,,,85599
2024-10-05,,Lebanon,LBN,Mount Lebanon Governorate,,,censored by HDX,Aid Operations,UN Agency,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Other,,,,,,,85598
2024-10-05,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85588
2024-10-05,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85587
2024-10-05,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86669
2024-10-05,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86670
2024-10-05,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86671
2024-10-05,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85432
2024-10-05,,Lebanon,LBN,Mount Lebanon Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85431
2024-10-05,,Lebanon,LBN,Mount Lebanon Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85430
2024-10-05,,Lebanon,LBN,Mount Lebanon Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85429
2024-10-04,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,1,,,,,84532
2024-10-04,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,"Local Health Care Provider, Private Health Care",Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,2,,,,84539
2024-10-04,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection","IDP/Refugee Service, Local Education Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,1,,,85583
2024-10-04,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85428
2024-10-04,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,7,,,,,84545
2024-10-04,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86663
2024-10-04,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85653
2024-10-04,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,2,,,,,84538
2024-10-04,,Lebanon,LBN,Mount Lebanon Governorate,,,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84591
2024-10-04,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Ground-Launched,Shelling,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84635
2024-10-04,,OPT,PSE,Gaza Strip,,,censored,"Protection, Food Security",IDP/Refugee Service,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86666
2024-10-04,,Lebanon,LBN,Mount Lebanon Governorate,,,censored by HDX,Health Care,Private Health Care,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Private/Voluntary Aid,,,,,,,84699
2024-10-04,,Lebanon,LBN,Mount Lebanon Governorate,,,censored by HDX,Health Care,Private Health Care,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Private/Voluntary Aid,,1,,,,,84698
2024-10-04,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85733
2024-10-04,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,2,,,,,84535
2024-10-04,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,1,,,,,84534
2024-10-04,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85579
2024-10-04,,Syria,SYR,Rif Dimashq Governorate,33.6,35.9,(2) 25 km Precision ,Aid Operations,INGO,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Other,,,,,,,85200
2024-10-04,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86667
2024-10-04,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86665
2024-10-04,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85582
2024-10-04,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,2,,,,,85391
2024-10-04,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86664
2024-10-03,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,"Health Care, Aid Operations",National Red Cross Society,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,,,,,,84530
2024-10-03,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection","IDP/Refugee Service, Local Education Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,86736
2024-10-03,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Private Health Care,Ground-Launched,Shelling,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84506
2024-10-03,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85652
2024-10-03,,Lebanon,LBN,Akkar Governorate,,,censored by HDX,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86345
2024-10-03,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection","IDP/Refugee Service, Local Education Provider",Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,85705
2024-10-03,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86662
2024-10-03,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,7,,,,,86559
2024-10-03,,Lebanon,LBN,Mount Lebanon Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85386
2024-10-03,,Lebanon,LBN,Baalbek-Hermel Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85389
2024-10-03,,OPT,PSE,West Bank,,,censored,"Protection, Food Security",IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,Food Supply,86821
2024-10-03,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,"Health Care, Aid Operations",National Red Cross Society,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,86557
2024-10-03,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,"Health Care, Aid Operations",National Red Cross Society,Ground-Launched,Artillery,Foreign Forces: Military,Israeli Defence Forces,Aid Infrastructure,,,,,,,85597
2024-10-03,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86661
2024-10-03,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,86659
2024-10-02,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Private/Voluntary Aid,,,,,,,86553
2024-10-02,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Other,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Multiple,,,,,,,86555
2024-10-02,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Other,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,86556
2024-10-02,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection","IDP/Refugee Service, Local Education Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Teacher/Student,,,,,,,84852
2024-10-02,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84851
2024-10-02,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85651
2024-10-02,,Lebanon,LBN,Beirut Governorate,,,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,6,1,,,,84481
2024-10-02,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection","IDP/Refugee Service, Local Education Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,87078
2024-10-02,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,6,,,,,84485
2024-10-02,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,,,,,,84486
2024-10-02,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,6,,,,,84487
2024-10-02,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Other,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,1,,,,,84496
2024-10-02,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Private Health Care,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,1,,,,,84499
2024-10-02,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85383
2024-10-02,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,"Health Care, Aid Operations",Government Aid Agency,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,,,,,,84501
2024-10-02,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Private Health Care,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Private/Voluntary Aid,,,,,,,84502
2024-10-02,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Private/Voluntary Aid,,6,,,,,84504
2024-10-02,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,85578
2024-10-02,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection","IDP/Refugee Service, Local Education Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,85577
